LOGIN,IP,PUERTO,ESTADO_ELEMENTO,ESTADO_SERVICIO
rioeravalosc,172.31.200.3,2/1,BLOQUEADO,Activo
rioeravalosc,172.31.200.3,2/1,BLOQUEADO,Activo
rioeravalosc,172.31.200.3,2/1,HABILITADO,Activo
rioeravalosc,172.31.200.3,2/1,HABILITADO,Activo
rioeravalosc,172.31.200.3,2/1,HABILITADO,Activo
stdhpbrav,172.30.253.117,2/10,HABILITADO,Activo
stdhpbrav,172.30.253.117,2/10,HABILITADO,Activo
stdhpbrav,172.30.253.117,2/10,HABILITADO,Activo
stdhpbrav,172.30.253.117,2/10,HABILITADO,Activo
stdhpbrav,172.30.253.117,2/10,HABILITADO,Activo
stdhpbrav,172.30.253.117,2/10,HABILITADO,Activo
stdhpbrav,172.30.253.117,2/10,HABILITADO,Activo
stdhpbrav,172.30.253.117,2/10,HABILITADO,Activo
stdhpbrav,172.30.253.117,2/10,HABILITADO,Activo
stdhpbrav,172.30.253.117,2/10,HABILITADO,Activo
stdhpbrav,172.30.253.117,2/10,HABILITADO,Activo
stdmipach_m,172.30.253.9,2/10,HABILITADO,Cancel
stdmipach_m,172.30.253.9,2/10,HABILITADO,Cancel
stdmipach_m,172.30.253.9,2/10,HABILITADO,Cancel
stdmipach_m,172.30.253.9,2/10,HABILITADO,Cancel
riompball_m,172.31.200.3,2/15,HABILITADO,Activo
riompball_m,172.31.200.3,2/15,HABILITADO,Activo
riompball_m,172.31.200.3,2/15,HABILITADO,Activo
riompball_m,172.31.200.3,2/15,HABILITADO,Activo
riompball_m,172.31.200.3,2/15,HABILITADO,Activo
riompball_m,172.31.200.3,2/15,HABILITADO,Activo
riompball_m,172.31.200.3,2/15,HABILITADO,Activo
riompball_m,172.31.200.3,2/15,HABILITADO,Activo
riompball_m,172.31.200.3,2/15,HABILITADO,Activo
riompball_m,172.31.200.3,2/15,HABILITADO,Activo
stdjutorr,172.30.253.117,2/8,HABILITADO,Activo
stdjutorr,172.30.253.117,2/8,HABILITADO,Activo
stdjutorr,172.30.253.117,2/8,HABILITADO,Activo
stdjutorr,172.30.253.117,2/8,HABILITADO,Activo
stdjutorr,172.30.253.117,2/8,HABILITADO,Activo
stdjutorr,172.30.253.117,2/8,HABILITADO,Activo
riowlunae,172.31.200.3,2/5,HABILITADO,Activo
riowlunae,172.31.200.3,2/5,HABILITADO,Activo
riowlunae,172.31.200.3,2/5,HABILITADO,Activo
riowlunae,172.31.200.3,2/5,HABILITADO,Activo
stdjutorr,172.30.253.117,2/8,HABILITADO,Activo
stdgrojas,172.30.253.9,2/2,HABILITADO,Activo
stdgrojas,172.30.253.9,2/2,HABILITADO,Activo
riowlunae,172.31.200.3,2/5,HABILITADO,Activo
riowlunae,172.31.200.3,2/5,HABILITADO,Activo
riowlunae,172.31.200.3,2/5,HABILITADO,Activo
riowlunae,172.31.200.3,2/5,HABILITADO,Activo
riowlunae,172.31.200.3,2/5,HABILITADO,Activo
riowlunae,172.31.200.3,2/5,HABILITADO,Activo
stdjutorr,172.30.253.117,2/8,HABILITADO,Activo
stdjutorr,172.30.253.117,2/8,HABILITADO,Activo
stdjutorr,172.30.253.117,2/8,HABILITADO,Activo
stdjutorr,172.30.253.117,2/8,HABILITADO,Activo
stdgrojas,172.30.253.9,2/2,HABILITADO,Activo
stdgrojas,172.30.253.9,2/2,BLOQUEADO,Activo
rioliverap2,172.31.200.3,2/17,HABILITADO,Activo
rioliverap2,172.31.200.3,2/17,HABILITADO,Activo
rioliverap2,172.31.200.3,2/17,HABILITADO,Activo
rioliverap2,172.31.200.3,2/17,HABILITADO,Activo
LIBRE,172.30.253.117,2/23,HABILITADO,In-Corte
LIBRE,172.30.253.117,2/23,HABILITADO,In-Corte
LIBRE,172.30.253.117,2/23,HABILITADO,In-Corte
LIBRE,172.30.253.117,2/23,HABILITADO,In-Corte
LIBRE,172.30.253.117,2/23,HABILITADO,In-Corte
LIBRE,172.30.253.117,2/23,HABILITADO,In-Corte
LIBRE,172.30.253.117,2/23,HABILITADO,In-Corte
LIBRE,172.30.253.117,2/23,HABILITADO,In-Corte
LIBRE,172.30.253.117,2/23,HABILITADO,In-Corte
LIBRE,172.30.253.117,2/23,HABILITADO,In-Corte
LIBRE,172.30.253.117,2/23,BLOQUEADO,In-Corte
rioliverap2,172.31.200.3,2/17,HABILITADO,Activo
stdjpponc,172.30.253.9,2/5,HABILITADO,Activo
stdjpponc,172.30.253.9,2/5,HABILITADO,Activo
stdjpponc,172.30.253.9,2/5,HABILITADO,Activo
stdjpponc,172.30.253.9,2/5,HABILITADO,Activo
stdcmsuarezj1,172.30.253.117,2/6,HABILITADO,In-Corte
stdcmsuarezj1,172.30.253.117,2/6,HABILITADO,In-Corte
stdcmsuarezj1,172.30.253.117,2/6,HABILITADO,In-Corte
stdcmsuarezj1,172.30.253.117,2/6,HABILITADO,In-Corte
stdcmsuarezj1,172.30.253.117,2/6,BLOQUEADO,In-Corte
stdcmsuarezj1,172.30.253.117,2/6,HABILITADO,In-Corte
stdcmsuarezj1,172.30.253.117,2/6,HABILITADO,In-Corte
stdcmsuarezj1,172.30.253.117,2/6,HABILITADO,In-Corte
stdcmsuarezj1,172.30.253.117,2/6,HABILITADO,In-Corte
stdcmsuarezj1,172.30.253.117,2/6,HABILITADO,In-Corte
stdcmsuarezj1,172.30.253.117,2/6,HABILITADO,In-Corte
rioliverap2,172.31.200.3,2/17,HABILITADO,Activo
rioliverap2,172.31.200.3,2/17,HABILITADO,Activo
stdagonam,172.30.253.9,2/20,HABILITADO,Activo
stdcmsuarezj1,172.30.253.117,2/6,HABILITADO,In-Corte
stdcmsuarezj1,172.30.253.117,2/6,HABILITADO,In-Corte
stdcmsuarezj1,172.30.253.117,2/6,HABILITADO,In-Corte
stdcmsuarezj1,172.30.253.117,2/6,HABILITADO,In-Corte
rioliverap2,172.31.200.3,2/17,HABILITADO,Activo
stdcmsuarezj1,172.30.253.117,2/6,BLOQUEADO,In-Corte
stdagonam,172.30.253.9,2/20,HABILITADO,Activo
stdagonam,172.30.253.9,2/20,HABILITADO,Activo
stdagonam,172.30.253.9,2/20,HABILITADO,Activo
stdcmsuarezj1,172.30.253.117,2/6,HABILITADO,In-Corte
stdcmsuarezj1,172.30.253.117,2/6,HABILITADO,In-Corte
stdcmsuarezj1,172.30.253.117,2/6,HABILITADO,In-Corte
stdcmsuarezj1,172.30.253.117,2/6,HABILITADO,In-Corte
stdcmsuarezj1,172.30.253.117,2/6,HABILITADO,In-Corte
stdcmsuarezj1,172.30.253.117,2/6,HABILITADO,In-Corte
rioliverap2,172.31.200.3,2/17,HABILITADO,Activo
LIBRE,172.30.253.9,2/16,HABILITADO,Cancel
LIBRE,172.30.253.9,2/16,HABILITADO,Cancel
LIBRE,172.30.253.9,2/16,BLOQUEADO,Cancel
LIBRE,172.30.253.9,2/16,HABILITADO,Cancel
stdjmsoli,172.30.253.117,2/11,HABILITADO,Activo
stdjmsoli,172.30.253.117,2/11,HABILITADO,Activo
rioliverap2,172.31.200.3,2/17,HABILITADO,Activo
rionyjacomec1,172.31.200.3,2/18,HABILITADO,Activo
rionyjacomec1,172.31.200.3,2/18,HABILITADO,Activo
rionyjacomec1,172.31.200.3,2/18,HABILITADO,Activo
rionyjacomec1,172.31.200.3,2/18,HABILITADO,Activo
rionyjacomec1,172.31.200.3,2/18,HABILITADO,Activo
stdjmsoli,172.30.253.117,2/11,HABILITADO,Activo
rionyjacomec1,172.31.200.3,2/18,HABILITADO,Activo
rionyjacomec1,172.31.200.3,2/18,HABILITADO,Activo
rionyjacomec1,172.31.200.3,2/18,HABILITADO,Activo
rionyjacomec1,172.31.200.3,2/18,HABILITADO,Activo
rionyjacomec1,172.31.200.3,2/18,HABILITADO,Activo
stdgedelgadob1,172.30.253.9,2/7,HABILITADO,Cancel
stdgedelgadob1,172.30.253.9,2/7,HABILITADO,Cancel
stdgedelgadob1,172.30.253.9,2/7,HABILITADO,Cancel
stdgedelgadob1,172.30.253.9,2/7,HABILITADO,Cancel
stdjmsoli,172.30.253.117,2/11,HABILITADO,Activo
stdjmsoli,172.30.253.117,2/11,HABILITADO,Activo
stdjmsoli,172.30.253.117,2/11,HABILITADO,Activo
stdjmsoli,172.30.253.117,2/11,HABILITADO,Activo
stdjmsoli,172.30.253.117,2/11,HABILITADO,Activo
LIBRE,172.31.200.3,2/16,HABILITADO,In-Corte
stdjmsoli,172.30.253.117,2/11,HABILITADO,Activo
LIBRE,172.31.200.3,2/16,HABILITADO,In-Corte
stdjmsoli,172.30.253.117,2/11,HABILITADO,Activo
LIBRE,172.31.200.3,2/16,HABILITADO,In-Corte
stdjmsoli,172.30.253.117,2/11,HABILITADO,Activo
LIBRE,172.31.200.3,2/16,HABILITADO,In-Corte
LIBRE,172.31.200.3,2/16,HABILITADO,In-Corte
LIBRE,172.31.200.3,2/16,HABILITADO,In-Corte
LIBRE,172.31.200.3,2/16,BLOQUEADO,In-Corte
LIBRE,172.31.200.3,2/16,HABILITADO,In-Corte
LIBRE,172.31.200.3,2/16,HABILITADO,In-Corte
stddvmaciasc,172.30.253.117,2/1,HABILITADO,Activo
LIBRE,172.31.200.3,2/16,HABILITADO,In-Corte
stddvmaciasc,172.30.253.117,2/1,HABILITADO,Activo
stddvmaciasc,172.30.253.117,2/1,HABILITADO,Activo
stddvmaciasc,172.30.253.117,2/1,HABILITADO,Activo
stddvmaciasc,172.30.253.117,2/1,HABILITADO,Activo
stddvmaciasc,172.30.253.117,2/1,BLOQUEADO,Activo
stddvmaciasc,172.30.253.117,2/1,BLOQUEADO,Activo
stddvmaciasc,172.30.253.117,2/1,BLOQUEADO,Activo
stddvmaciasc,172.30.253.117,2/1,BLOQUEADO,Activo
stddvmaciasc,172.30.253.117,2/1,HABILITADO,Activo
stddvmaciasc,172.30.253.117,2/1,HABILITADO,Activo
stdrdalva,172.30.253.117,2/16,HABILITADO,Activo
stdrdalva,172.30.253.117,2/16,HABILITADO,Activo
stdrdalva,172.30.253.117,2/16,HABILITADO,Activo
stdrdalva,172.30.253.117,2/16,HABILITADO,Activo
stdrdalva,172.30.253.117,2/16,HABILITADO,Activo
stdrdalva,172.30.253.117,2/16,HABILITADO,Activo
stdrdalva,172.30.253.117,2/16,HABILITADO,Activo
stdrdalva,172.30.253.117,2/16,HABILITADO,Activo
stdrdalva,172.30.253.117,2/16,HABILITADO,Activo
stdrdalva,172.30.253.117,2/16,HABILITADO,Activo
stdrdalva,172.30.253.117,2/16,HABILITADO,Activo
stdmmtapi,172.30.253.117,2/15,HABILITADO,Activo
stdmmtapi,172.30.253.117,2/15,HABILITADO,Activo
stdmmtapi,172.30.253.117,2/15,HABILITADO,Activo
stdmmtapi,172.30.253.117,2/15,HABILITADO,Activo
stdmmtapi,172.30.253.117,2/15,HABILITADO,Activo
stdmmtapi,172.30.253.117,2/15,HABILITADO,Activo
stdmmtapi,172.30.253.117,2/15,HABILITADO,Activo
stdmmtapi,172.30.253.117,2/15,HABILITADO,Activo
stdmmtapi,172.30.253.117,2/15,HABILITADO,Activo
stdmmtapi,172.30.253.117,2/15,HABILITADO,Activo
stdmmtapi,172.30.253.117,2/15,HABILITADO,Activo
LIBRE,172.30.253.117,2/2,BLOQUEADO,Cancel
LIBRE,172.30.253.117,2/2,HABILITADO,Cancel
LIBRE,172.30.253.117,2/2,HABILITADO,Cancel
LIBRE,172.30.253.117,2/2,HABILITADO,Cancel
LIBRE,172.30.253.117,2/2,HABILITADO,Cancel
LIBRE,172.30.253.117,2/2,HABILITADO,Cancel
LIBRE,172.30.253.117,2/2,HABILITADO,Cancel
LIBRE,172.30.253.117,2/2,HABILITADO,Cancel
LIBRE,172.30.253.117,2/2,HABILITADO,Cancel
LIBRE,172.30.253.117,2/2,BLOQUEADO,Cancel
LIBRE,172.30.253.117,2/2,BLOQUEADO,Cancel
,172.16.107.253,,NO ENTRO,
